video_url,precision_nlp,recall_nlp,f1_nlp,precision_ai,recall_ai,f1_ai
https://www.youtube.com/watch?v=BZ_0Gk9WA4o,0.0,0.0,0.0,0.14,0.07,0.1
https://www.youtube.com/watch?v=i8tfQ5kMWwI,0.2,0.25,0.22,0.4,0.5,0.44
https://www.youtube.com/watch?v=AGsFWocVgiI,0.0,0.0,0.0,0.0,0.0,0.0
https://www.youtube.com/watch?v=axx49dFFsQ0,0.17,0.12,0.14,0.0,0.0,0.0
https://www.youtube.com/watch?v=ueV29E9X-3g,0.6,0.75,0.67,0.6,0.75,0.67
https://www.youtube.com/watch?v=LWt2LPFMuik,0.0,0.0,0.0,1.0,0.05,0.1
https://www.youtube.com/watch?v=sgUtYiQR8J8,0.25,0.14,0.18,0.25,0.14,0.18
https://www.youtube.com/watch?v=9676dHvNPXU,1.0,0.03,0.06,0.0,0.0,0.0
https://www.youtube.com/watch?v=F9tn-vgdQ8U,0.17,0.04,0.07,0.17,0.04,0.07
https://www.youtube.com/watch?v=xYXj9DwKHr4,0.19,0.21,0.2,0.38,0.43,0.4
https://www.youtube.com/watch?v=wL_QrNhVR38,0.0,0.0,0.0,0.09,0.06,0.07
https://www.youtube.com/watch?v=pPYmcaPwwVU,0.4,0.17,0.24,0.8,0.33,0.47
https://www.youtube.com/watch?v=heSlq1prBzE,0.5,0.33,0.4,0.5,0.33,0.4
https://www.youtube.com/watch?v=NO43znXYDW4,0.89,0.24,0.37,0.89,0.24,0.37
https://www.youtube.com/watch?v=cf_QiBDiykg,0.33,0.07,0.11,0.33,0.07,0.11
https://www.youtube.com/watch?v=qNxyAnG3o_I,0.17,0.05,0.07,0.33,0.09,0.14
https://www.youtube.com/watch?v=_ceMagY2kOw,0.33,0.06,0.11,0.33,0.06,0.11
https://www.youtube.com/watch?v=bsJqO93vN48,0.2,0.12,0.15,0.3,0.18,0.22
https://www.youtube.com/watch?v=UtyNgZh9lnQ,0.25,0.1,0.14,0.38,0.15,0.21
https://www.youtube.com/watch?v=cWlKjd5uFFw,0.0,0.0,0.0,0.5,0.07,0.12
https://www.youtube.com/watch?v=dxqB2ap4BgY,0.0,0.0,0.0,0.0,0.0,0.0
https://www.youtube.com/watch?v=BdEon7z5PZA,0.0,0.0,0.0,0.0,0.0,0.0
https://www.youtube.com/watch?v=oEEd719GXqQ,0.0,0.0,0.0,0.2,0.07,0.11
https://www.youtube.com/watch?v=fGL8ct5z84s,0.25,0.1,0.14,0.25,0.1,0.14
https://www.youtube.com/watch?v=Bbpgl1YL-Rk,0.0,0.0,0.0,0.0,0.0,0.0
https://www.youtube.com/watch?v=ERrDxQz0lEY,0.33,0.11,0.17,0.33,0.11,0.17
https://www.youtube.com/watch?v=OvxkT7sw8Zk,0.7,0.54,0.61,0.5,0.38,0.43
https://www.youtube.com/watch?v=Oy4_fbqZqtc,0.25,0.1,0.14,0.25,0.1,0.14
https://www.youtube.com/watch?v=XgnhLwrTSFo,0.25,0.04,0.06,0.0,0.0,0.0
https://www.youtube.com/watch?v=TuV_WFBjU8U,0.44,0.2,0.28,0.22,0.1,0.14
https://www.youtube.com/watch?v=CKL9rkpN1EU,0.07,0.07,0.07,0.07,0.07,0.07
https://www.youtube.com/watch?v=ZyTzDXqmIlY,0.25,0.08,0.12,0.75,0.25,0.37
https://www.youtube.com/watch?v=bUWMlZlUFiQ,0.3,0.12,0.18,0.3,0.12,0.18
https://www.youtube.com/watch?v=qoaLkLio_HM,0.4,0.2,0.27,0.2,0.1,0.13
https://www.youtube.com/watch?v=1J4ebqqeG2M,0.25,0.06,0.1,0.5,0.12,0.19
https://www.youtube.com/watch?v=8imcKqOqYvs,0.1,0.05,0.07,0.0,0.0,0.0
https://www.youtube.com/watch?v=FDT99ZgpYnw,0.0,0.0,0.0,0.0,0.0,0.0
https://www.youtube.com/watch?v=2x6r7DBdxhY,0.21,0.25,0.23,0.26,0.31,0.29
https://www.youtube.com/watch?v=qrfh6QR8FOE,0.43,0.2,0.27,0.43,0.2,0.27
https://www.youtube.com/watch?v=fw5GRlZyKzg,0.5,0.18,0.27,0.5,0.18,0.27
https://www.youtube.com/watch?v=t7O-PrgXCXE,0.8,0.38,0.52,0.5,0.24,0.32
https://www.youtube.com/watch?v=0iy_gW7-q0k,0.0,0.0,0.0,0.0,0.0,0.0
https://www.youtube.com/watch?v=jtJJgX7MXnM,0.43,0.19,0.26,0.57,0.25,0.35
https://www.youtube.com/watch?v=XBS-4-xZUhk,0.18,0.21,0.19,0.18,0.21,0.19
https://www.youtube.com/watch?v=LMeA20yOD3A,0.83,0.18,0.29,1.0,0.21,0.35
https://www.youtube.com/watch?v=jhaYy13CzjM,0.5,0.29,0.36,0.62,0.36,0.45
https://www.youtube.com/watch?v=pJccsLYDBFo,0.4,0.15,0.22,0.4,0.15,0.22
https://www.youtube.com/watch?v=5V3S75-yNSQ,0.2,0.06,0.09,0.2,0.06,0.09
https://www.youtube.com/watch?v=rwEljJt2hI8,0.2,0.05,0.08,0.0,0.0,0.0
https://www.youtube.com/watch?v=U6h8xxmwMyc,0.2,0.07,0.11,0.8,0.29,0.42
https://www.youtube.com/watch?v=FBLypE4ygJM,0.6,0.23,0.33,0.6,0.23,0.33
https://www.youtube.com/watch?v=uZKn2fdLfGE,0.44,0.36,0.4,0.56,0.45,0.5
https://www.youtube.com/watch?v=DqzwyYh4LX8,0.0,0.0,0.0,0.25,0.07,0.11
https://www.youtube.com/watch?v=ofuMsjy4VcQ,0.43,0.19,0.26,0.29,0.12,0.17
https://www.youtube.com/watch?v=SbK1zz-7aCE,0.2,0.04,0.06,0.2,0.04,0.06
https://www.youtube.com/watch?v=SXvycUS6MA4,0.19,0.12,0.15,0.12,0.08,0.1
https://www.youtube.com/watch?v=b4u0dSmcX-4,0.25,0.07,0.11,0.25,0.07,0.11
https://www.youtube.com/watch?v=f5r9r0eyNeg,0.0,0.0,0.0,0.0,0.0,0.0
https://www.youtube.com/watch?v=x_5i43JhiBE,0.22,0.12,0.16,0.11,0.06,0.08
https://www.youtube.com/watch?v=vwNFt8OGqr4,0.46,0.27,0.34,0.46,0.27,0.34
https://www.youtube.com/watch?v=6QW0juAcqT8,0.0,0.0,0.0,0.2,0.06,0.1
https://www.youtube.com/watch?v=hY8-I8uVdfg,0.0,0.0,0.0,0.67,0.12,0.21
https://www.youtube.com/watch?v=h5Ld-J0snYM,0.83,0.45,0.59,0.67,0.36,0.47
https://www.youtube.com/watch?v=w8aGmcGE8fk,0.0,0.0,0.0,0.0,0.0,0.0
https://www.youtube.com/watch?v=Dliyd3acx7M,0.5,0.33,0.4,0.5,0.33,0.4
https://www.youtube.com/watch?v=WMkud6NBh1U,0.0,0.0,0.0,0.0,0.0,0.0
https://www.youtube.com/watch?v=XnhJQ3F-9SU,0.6,0.17,0.26,0.6,0.17,0.26
https://www.youtube.com/watch?v=H8JSZVjKa7c,0.17,0.08,0.11,0.17,0.08,0.11
https://www.youtube.com/watch?v=2-62s6uFDVU,0.35,0.21,0.27,0.24,0.14,0.18
https://www.youtube.com/watch?v=FanCUzBTUlE,0.43,0.33,0.37,0.57,0.44,0.5
https://www.youtube.com/watch?v=MW7sjI0zX54,0.33,0.14,0.2,0.33,0.14,0.2
https://www.youtube.com/watch?v=kCJUH-SpkzA,0.0,0.0,0.0,0.0,0.0,0.0
https://www.youtube.com/watch?v=TT1VEy2Bms4,0.0,0.0,0.0,0.0,0.0,0.0
https://www.youtube.com/watch?v=-GZ7w7Mt_8o,0.25,0.09,0.13,0.5,0.18,0.27
https://www.youtube.com/watch?v=l0U5gO1d-SM,0.67,0.27,0.38,0.67,0.27,0.38
https://www.youtube.com/watch?v=EmiKSgXtyNs,0.25,0.08,0.12,0.25,0.08,0.12
https://www.youtube.com/watch?v=fFE0TWRz3LA,0.44,0.36,0.4,0.33,0.27,0.3
https://www.youtube.com/watch?v=bKpfkGjF6MU,0.12,0.07,0.09,0.25,0.13,0.17
https://www.youtube.com/watch?v=mhCCIkt4g-k,0.15,0.29,0.2,0.15,0.29,0.2
https://www.youtube.com/watch?v=NEMOUPHsmXs,0.19,0.1,0.13,0.38,0.2,0.26
https://www.youtube.com/watch?v=9_05wYW7eUg,0.0,0.0,0.0,0.0,0.0,0.0
https://www.youtube.com/watch?v=aOGk7KnFpAg,1.0,0.14,0.25,1.0,0.14,0.25
https://www.youtube.com/watch?v=kDFpdEU--iM,0.17,0.07,0.1,0.33,0.13,0.19
https://www.youtube.com/watch?v=0PNFFj4PnMs,0.0,0.0,0.0,0.0,0.0,0.0
https://www.youtube.com/watch?v=DM2xHAKuWgY,0.25,0.22,0.24,0.25,0.22,0.24
https://www.youtube.com/watch?v=kSf-WKJ2_F0,0.4,0.12,0.18,0.0,0.0,0.0
https://www.youtube.com/watch?v=Up52-MFELGo,0.67,0.2,0.31,0.67,0.2,0.31
https://www.youtube.com/watch?v=6YG58XloDS8,0.67,0.17,0.27,0.67,0.17,0.27
https://www.youtube.com/watch?v=BMfNdlm3kWg,0.17,0.09,0.12,0.17,0.09,0.12
https://www.youtube.com/watch?v=QINtQ4pkpEk,0.27,0.33,0.3,0.45,0.56,0.5
https://www.youtube.com/watch?v=W2y08tniQ7o,0.0,0.0,0.0,0.5,0.12,0.2
https://www.youtube.com/watch?v=nWyJAGwCBp8,0.67,0.36,0.47,0.83,0.45,0.59
https://www.youtube.com/watch?v=zAipi--OTls,0.4,0.13,0.2,0.4,0.13,0.2
https://www.youtube.com/watch?v=bICJeaDelTY,0.4,0.17,0.24,0.2,0.08,0.12
https://www.youtube.com/watch?v=k6nUCjQFD8U,0.08,0.06,0.07,0.15,0.12,0.13
https://www.youtube.com/watch?v=pH3ShaN5S0Q,0.24,0.75,0.36,0.26,0.83,0.4
https://www.youtube.com/watch?v=pg58HRwRtpU,0.0,0.0,0.0,0.17,0.05,0.08
https://www.youtube.com/watch?v=0gSlsAqjbR4,0.0,0.0,0.0,0.0,0.0,0.0
https://www.youtube.com/watch?v=zPzpRgsX0Lw,1.0,0.33,0.5,1.0,0.33,0.5
https://www.youtube.com/watch?v=qAFFAmuNgUI,0.0,0.0,0.0,0.33,0.06,0.1
https://www.youtube.com/watch?v=g6-cgKyAwqU,1.0,0.8,0.89,0.75,0.6,0.67
https://www.youtube.com/watch?v=6jYwUAJ9ihs,0.67,0.18,0.29,1.0,0.27,0.43
https://www.youtube.com/watch?v=fQvvdz4kWbc,0.5,0.2,0.29,0.5,0.2,0.29
https://www.youtube.com/watch?v=ElI45xxLiOc,0.07,0.09,0.08,0.14,0.18,0.16
https://www.youtube.com/watch?v=xwO2kwXge64,0.33,0.07,0.12,0.0,0.0,0.0
https://www.youtube.com/watch?v=RNN_mV-zKzI,0.31,0.24,0.27,0.0,0.0,0.0
https://www.youtube.com/watch?v=Y9TN_DT17s4,0.38,0.23,0.29,0.75,0.46,0.57
https://www.youtube.com/watch?v=BHwSt6cvNFY,0.0,0.0,0.0,0.25,0.1,0.14
https://www.youtube.com/watch?v=OFNu_5jxLu0,0.6,0.38,0.46,0.6,0.38,0.46
https://www.youtube.com/watch?v=-mXHcvlZFec,0.39,0.39,0.39,0.39,0.39,0.39
https://www.youtube.com/watch?v=B3kp4fk7-Is,0.0,0.0,0.0,0.5,0.13,0.21
https://www.youtube.com/watch?v=zfo-MnjW7Ng,0.25,0.1,0.14,0.0,0.0,0.0
https://www.youtube.com/watch?v=uLrSXLydaEI,0.0,0.0,0.0,0.4,0.17,0.24
https://www.youtube.com/watch?v=6Pqd7UFWr7M,0.28,0.28,0.28,0.22,0.22,0.22
https://www.youtube.com/watch?v=-0qPFo4AU60,0.18,0.14,0.16,0.29,0.24,0.26
https://www.youtube.com/watch?v=tDF8uQ8Wjnw,0.0,0.0,0.0,0.5,0.2,0.29
https://www.youtube.com/watch?v=LIYmB3dDnyI,0.25,0.15,0.19,0.25,0.15,0.19
https://www.youtube.com/watch?v=GKzD63NZ-kQ,0.0,0.0,0.0,0.0,0.0,0.0
https://www.youtube.com/watch?v=Q-GZlQI-ewQ,0.4,0.12,0.18,0.4,0.12,0.18
https://www.youtube.com/watch?v=tYghq3ue6K8,0.09,0.03,0.05,0.18,0.07,0.1
https://www.youtube.com/watch?v=_aElFqu27dc,0.6,0.25,0.35,0.6,0.25,0.35
https://www.youtube.com/watch?v=py7YxPSmpU8,0.75,0.27,0.4,0.75,0.27,0.4
https://www.youtube.com/watch?v=cfONGghNosk,0.0,0.0,0.0,0.25,0.12,0.16
https://www.youtube.com/watch?v=lvT-Huj2mBo,0.05,0.07,0.06,0.05,0.07,0.06
https://www.youtube.com/watch?v=mLrUnm9MSg4,0.2,0.11,0.14,0.4,0.22,0.29
https://www.youtube.com/watch?v=Ziv5Aywtjo4,0.14,0.07,0.09,0.29,0.13,0.18
https://www.youtube.com/watch?v=qhNj3QZk6Rs,0.0,0.0,0.0,0.4,0.11,0.17
https://www.youtube.com/watch?v=6pWlNaTlO-Y,0.05,0.06,0.06,0.11,0.12,0.11
https://www.youtube.com/watch?v=iQi9SybtVAM,0.4,0.1,0.16,0.2,0.05,0.08
https://www.youtube.com/watch?v=_HVKiWiRSCo,1.0,0.07,0.12,1.0,0.07,0.12
https://www.youtube.com/watch?v=-O1frG82qs8,0.33,0.47,0.39,0.45,0.63,0.53
https://www.youtube.com/watch?v=usTQfD-obmM,0.06,0.04,0.05,0.25,0.17,0.2
https://www.youtube.com/watch?v=jJVlNqaTcXQ,0.0,0.0,0.0,0.25,0.04,0.07
https://www.youtube.com/watch?v=2AbIFNUhojQ,0.75,0.33,0.46,0.5,0.22,0.31
https://www.youtube.com/watch?v=FSSFhG7J4Vs,0.29,0.25,0.27,0.35,0.3,0.32
https://www.youtube.com/watch?v=cIe6ZX9Z2nY,0.71,0.33,0.45,0.71,0.33,0.45
https://www.youtube.com/watch?v=eLIAvG56SpU,0.2,0.06,0.09,0.0,0.0,0.0
https://www.youtube.com/watch?v=r8ytw8oGbcI,0.44,0.22,0.3,0.56,0.28,0.37
https://www.youtube.com/watch?v=HdypZ3DnBdY,0.2,0.07,0.11,0.0,0.0,0.0
https://www.youtube.com/watch?v=SI-dYEs3F0U,0.0,0.0,0.0,0.0,0.0,0.0
https://www.youtube.com/watch?v=NIMeAr9SRz4,0.25,0.21,0.23,0.08,0.07,0.08
https://www.youtube.com/watch?v=Mw0pY5Pnl7g,0.04,0.14,0.06,0.04,0.14,0.06
https://www.youtube.com/watch?v=aixinoG45W4,0.33,0.2,0.25,0.33,0.2,0.25
https://www.youtube.com/watch?v=HZe6LHATT7I,0.25,0.09,0.13,0.25,0.09,0.13
https://www.youtube.com/watch?v=ONVG-EZ3kOs,0.5,0.36,0.42,0.62,0.45,0.53
https://www.youtube.com/watch?v=stNue0MyWrQ,0.17,0.05,0.07,0.17,0.05,0.07
https://www.youtube.com/watch?v=5BhNUXA5xRA,0.5,0.18,0.27,0.5,0.18,0.27
https://www.youtube.com/watch?v=a4ZKd31_1C4,0.25,0.08,0.12,0.25,0.08,0.12
https://www.youtube.com/watch?v=x60AfF82Jto,0.0,0.0,0.0,0.0,0.0,0.0
https://www.youtube.com/watch?v=O62wUsttfD8,0.6,0.2,0.3,0.4,0.13,0.2
https://www.youtube.com/watch?v=gmvXT0_IAV0,0.17,0.12,0.14,0.33,0.25,0.29
https://www.youtube.com/watch?v=IBIzEOW49JQ,0.07,0.1,0.08,0.14,0.2,0.16
https://www.youtube.com/watch?v=Ojnc7v-sTYQ,0.4,0.19,0.26,0.4,0.19,0.26
https://www.youtube.com/watch?v=FaWt9YLGtDE,0.0,0.0,0.0,0.0,0.0,0.0
https://www.youtube.com/watch?v=tMwW9dUIi0M,0.33,0.2,0.25,0.33,0.2,0.25
https://www.youtube.com/watch?v=gVce3sc6YRA,0.0,0.0,0.0,0.22,0.12,0.16
https://www.youtube.com/watch?v=uYwAqPLJbD4,0.0,0.0,0.0,0.0,0.0,0.0
https://www.youtube.com/watch?v=_3Ou7wMcJ2c,0.09,0.06,0.07,0.09,0.06,0.07
https://www.youtube.com/watch?v=SmdkenejpcU,0.0,0.0,0.0,0.0,0.0,0.0
https://www.youtube.com/watch?v=qknP-E-vPQ4,0.07,0.05,0.06,0.07,0.05,0.06
https://www.youtube.com/watch?v=j7OlQZVc6ns,0.2,0.08,0.11,0.2,0.08,0.11
https://www.youtube.com/watch?v=pJcStw6oDzE,0.25,0.17,0.2,0.38,0.25,0.3
https://www.youtube.com/watch?v=PJNfe0COXkU,0.0,0.0,0.0,0.0,0.0,0.0
https://www.youtube.com/watch?v=ri8GGSiI3Fw,0.58,0.54,0.56,0.67,0.62,0.64
https://www.youtube.com/watch?v=3qzcAMShotQ,0.14,0.09,0.11,0.14,0.09,0.11
https://www.youtube.com/watch?v=FFpSLeqS0gE,0.0,0.0,0.0,0.11,0.02,0.03
https://www.youtube.com/watch?v=PMhP4TJ7vRw,0.18,0.33,0.23,0.18,0.33,0.23
https://www.youtube.com/watch?v=iMCw1cbKzNM,0.33,0.09,0.14,0.33,0.09,0.14
https://www.youtube.com/watch?v=43IUu8ieQrA,0.15,0.14,0.15,0.23,0.21,0.22
https://www.youtube.com/watch?v=g1uBx35dsyY,0.75,0.14,0.24,0.5,0.1,0.16
https://www.youtube.com/watch?v=txWcvHrwryo,0.67,0.36,0.47,0.67,0.36,0.47
https://www.youtube.com/watch?v=Rgnub64pWwE,0.09,0.03,0.05,0.09,0.03,0.05
https://www.youtube.com/watch?v=ua03-OesAAQ,0.15,0.2,0.17,0.15,0.2,0.17
https://www.youtube.com/watch?v=K2JH094iG8k,0.0,0.0,0.0,0.75,0.15,0.25
https://www.youtube.com/watch?v=fXj7NbzfbQI,0.86,1.0,0.92,0.86,1.0,0.92
https://www.youtube.com/watch?v=SU8vPtkf7zo,0.27,0.19,0.22,0.64,0.44,0.52
https://www.youtube.com/watch?v=gUbBEnDrPiU,0.24,0.71,0.36,0.05,0.14,0.07
https://www.youtube.com/watch?v=yTHoweq5s5k,0.5,0.14,0.22,0.38,0.11,0.17
https://www.youtube.com/watch?v=YKz1NvmCnqk,1.0,0.43,0.6,0.33,0.14,0.2
https://www.youtube.com/watch?v=ggPmiuU1pYY,0.33,0.12,0.18,0.0,0.0,0.0
https://www.youtube.com/watch?v=gvp6Qw7Y-2o,0.2,0.05,0.08,0.0,0.0,0.0
https://www.youtube.com/watch?v=kiwqiGdYSCU,1.0,0.44,0.62,0.5,0.22,0.31
https://www.youtube.com/watch?v=7M8OA9RuFaM,0.3,0.21,0.25,0.2,0.14,0.17
https://www.youtube.com/watch?v=_jkb00J6rZY,0.17,0.08,0.11,0.17,0.08,0.11
https://www.youtube.com/watch?v=GQlZdKM8lT0,0.09,0.31,0.14,0.02,0.08,0.04
https://www.youtube.com/watch?v=MM_o7JH7oBA,0.71,0.19,0.29,0.43,0.11,0.18
https://www.youtube.com/watch?v=KUPaSZKkYH4,0.22,0.15,0.18,0.56,0.38,0.45
https://www.youtube.com/watch?v=4CAiMfRiNiU,0.2,0.23,0.21,0.2,0.23,0.21
https://www.youtube.com/watch?v=608rc6rqGCE,0.1,0.2,0.13,0.25,0.5,0.33
https://www.youtube.com/watch?v=RVVaap8YeoA,0.2,0.11,0.14,0.2,0.11,0.14
https://www.youtube.com/watch?v=eUhqJcokF50,0.14,0.14,0.14,0.21,0.21,0.21
https://www.youtube.com/watch?v=jVFV_1pOqDY,0.2,0.07,0.11,0.6,0.21,0.32
https://www.youtube.com/watch?v=c6NXQfT9Uo0,0.5,0.2,0.29,0.5,0.2,0.29
https://www.youtube.com/watch?v=RY4nAyRgkLo,0.08,0.07,0.07,0.08,0.07,0.07
https://www.youtube.com/watch?v=LaO9dd0yBMU,0.8,0.44,0.57,1.0,0.56,0.71
https://www.youtube.com/watch?v=Dr-hMrMvtZI,0.27,0.29,0.28,0.27,0.29,0.28
https://www.youtube.com/watch?v=GjPGCGS1RRU,0.75,0.38,0.5,0.5,0.25,0.33
https://www.youtube.com/watch?v=szG_FHGgf1U,0.12,0.12,0.12,0.25,0.24,0.24
https://www.youtube.com/watch?v=AhrLD1MkuRg,0.75,0.3,0.43,0.75,0.3,0.43
https://www.youtube.com/watch?v=wrRYgbaw5Mw,0.25,0.15,0.19,0.17,0.1,0.12
https://www.youtube.com/watch?v=ogg7BETcGhU,0.33,0.13,0.19,0.33,0.13,0.19
https://www.youtube.com/watch?v=2hpE-Un5eMs,0.83,0.45,0.59,0.83,0.45,0.59
https://www.youtube.com/watch?v=JU39gOpfCjA,0.0,0.0,0.0,1.0,0.05,0.1
https://www.youtube.com/watch?v=VIeFBaY-rZQ,0.67,0.17,0.27,1.0,0.25,0.4
https://www.youtube.com/watch?v=3HcV_2CB7jc,0.39,0.64,0.48,0.33,0.55,0.41
https://www.youtube.com/watch?v=YMZkySbeN1I,0.25,0.08,0.12,0.25,0.08,0.12
https://www.youtube.com/watch?v=0wpRuU7xKC8,0.0,0.0,0.0,0.0,0.0,0.0
https://www.youtube.com/watch?v=MWPLROyQcyc,0.0,0.0,0.0,0.29,0.15,0.2
https://www.youtube.com/watch?v=rDqu57lmNnQ,0.5,0.43,0.46,0.5,0.43,0.46
https://www.youtube.com/watch?v=Inbj_3IyUzs,0.75,0.23,0.35,0.75,0.23,0.35
https://www.youtube.com/watch?v=pKmmwTEBV6k,0.0,0.0,0.0,0.33,0.08,0.12
https://www.youtube.com/watch?v=hSPf_b3g0Ms,0.0,0.0,0.0,0.0,0.0,0.0
https://www.youtube.com/watch?v=A1_I6adr9OE,0.0,0.0,0.0,0.0,0.0,0.0
https://www.youtube.com/watch?v=Ueb7M8W0Y5Q,0.25,0.14,0.18,0.5,0.29,0.36
https://www.youtube.com/watch?v=Np9z386TtRc,0.75,0.17,0.27,0.5,0.11,0.18
https://www.youtube.com/watch?v=3Z55rGnR_Os,1.0,0.27,0.42,1.0,0.27,0.42
https://www.youtube.com/watch?v=gWgHMVvEbss,0.2,0.2,0.2,0.2,0.2,0.2
https://www.youtube.com/watch?v=RO2cbJ6jTDw,0.29,0.15,0.2,0.29,0.15,0.2
https://www.youtube.com/watch?v=aMLNYwwNLPQ,0.4,0.13,0.2,0.4,0.13,0.2
https://www.youtube.com/watch?v=maCNg8DJ0s4,0.67,0.17,0.27,1.0,0.25,0.4
https://www.youtube.com/watch?v=XwFIP5twQP4,0.4,0.15,0.22,0.4,0.15,0.22
https://www.youtube.com/watch?v=u9nDF_EirV4,0.44,0.36,0.4,0.44,0.36,0.4
https://www.youtube.com/watch?v=7bIhVg_gQ3A,0.0,0.0,0.0,0.29,0.2,0.24
https://www.youtube.com/watch?v=VE1_u_YH-24,0.17,0.06,0.09,0.5,0.18,0.26
https://www.youtube.com/watch?v=WSj4_gJNn24,0.33,0.08,0.12,0.33,0.08,0.12
https://www.youtube.com/watch?v=sSV6ZwxVR1U,0.4,0.17,0.24,0.6,0.25,0.35
https://www.youtube.com/watch?v=YPUINRLbTGc,0.75,0.19,0.3,0.5,0.12,0.2
https://www.youtube.com/watch?v=FNbM-jHRR_s,0.5,0.15,0.24,0.5,0.15,0.24
https://www.youtube.com/watch?v=GrxybhVjUHI,0.5,0.17,0.25,0.25,0.08,0.12
https://www.youtube.com/watch?v=73fRls5yoho,0.12,0.07,0.09,0.0,0.0,0.0
https://www.youtube.com/watch?v=7lq3khvUP_4,0.25,0.05,0.09,0.75,0.16,0.26
https://www.youtube.com/watch?v=TVNAJA5bZKI,0.08,0.07,0.08,0.33,0.29,0.31
https://www.youtube.com/watch?v=216_JkKMHDA,0.43,0.27,0.33,0.43,0.27,0.33
https://www.youtube.com/watch?v=PNvkLoLREzg,0.67,0.29,0.4,0.67,0.29,0.4
https://www.youtube.com/watch?v=pWtqyyyBViU,0.26,0.26,0.26,0.21,0.21,0.21
https://www.youtube.com/watch?v=hCMKysXAbco,0.44,0.29,0.35,0.78,0.5,0.61
https://www.youtube.com/watch?v=2StTVY6y9xg,0.83,0.31,0.45,0.83,0.31,0.45
https://www.youtube.com/watch?v=-wKWTwJblJo,0.14,0.08,0.1,0.36,0.19,0.25
https://www.youtube.com/watch?v=vdXpe1e9E0s,0.22,0.15,0.18,0.22,0.15,0.18
https://www.youtube.com/watch?v=rKodq-UcBDE,1.0,0.04,0.08,0.0,0.0,0.0
https://www.youtube.com/watch?v=xdVFnZMSpSU,0.2,0.1,0.13,0.0,0.0,0.0
https://www.youtube.com/watch?v=qHZL0-RG0qM,0.19,0.23,0.21,0.12,0.15,0.14
https://www.youtube.com/watch?v=pRjsXYUAwb0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.youtube.com/watch?v=ND4fd6yScBM,0.31,0.33,0.32,0.23,0.25,0.24
https://www.youtube.com/watch?v=IXK5S1EXyDE,0.2,0.04,0.06,0.2,0.04,0.06
https://www.youtube.com/watch?v=9PVAPA9B_yU,0.14,0.1,0.12,0.29,0.2,0.24
https://www.youtube.com/watch?v=FNak4Rn5lrU,0.38,0.25,0.3,0.5,0.33,0.4
https://www.youtube.com/watch?v=Pvs8aMxbbVk,0.0,0.0,0.0,0.0,0.0,0.0
https://www.youtube.com/watch?v=COsx-otwRDM,0.17,0.05,0.08,0.25,0.08,0.12
https://www.youtube.com/watch?v=-YEKWtMj2eY,0.2,0.05,0.08,0.0,0.0,0.0
https://www.youtube.com/watch?v=UyoCBTFJTok,0.33,0.27,0.3,0.22,0.18,0.2
https://www.youtube.com/watch?v=DKoUCyiAhRc,0.18,0.1,0.13,0.09,0.05,0.06
https://www.youtube.com/watch?v=KD7laW1N3WM,0.0,0.0,0.0,0.0,0.0,0.0
https://www.youtube.com/watch?v=MS_9E8sGDOk,0.88,0.54,0.67,0.88,0.54,0.67
https://www.youtube.com/watch?v=9TO-U6dtQ34,0.33,0.1,0.15,0.11,0.03,0.05
https://www.youtube.com/watch?v=FplCp8F5igQ,0.38,0.18,0.24,0.38,0.18,0.24
https://www.youtube.com/watch?v=B_Li8WRMjSs,0.3,0.16,0.21,0.3,0.16,0.21
https://www.youtube.com/watch?v=TCwfhItP8Ck,0.0,0.0,0.0,0.2,0.05,0.08
https://www.youtube.com/watch?v=kcPE34NWOok,0.0,0.0,0.0,0.0,0.0,0.0
https://www.youtube.com/watch?v=9cIQB54IM14,0.33,0.11,0.17,0.33,0.11,0.17
https://www.youtube.com/watch?v=3Uk66wSzi_U,0.25,0.1,0.14,0.25,0.1,0.14
https://www.youtube.com/watch?v=jE6c361xpDw,0.25,0.04,0.07,0.0,0.0,0.0
https://www.youtube.com/watch?v=FeWP6Pgy3_k,0.2,0.13,0.16,0.2,0.13,0.16
https://www.youtube.com/watch?v=aN-8dGiy5DA,0.5,0.26,0.34,0.4,0.21,0.28
https://www.youtube.com/watch?v=9Boythteo8w,0.1,0.07,0.08,0.5,0.36,0.42
https://www.youtube.com/watch?v=fdrKTARMBW0,0.33,0.1,0.15,0.33,0.1,0.15
https://www.youtube.com/watch?v=GpwtaLzwc9c,0.0,0.0,0.0,0.0,0.0,0.0
https://www.youtube.com/watch?v=KROcOP-_Vv0,0.4,0.18,0.25,0.2,0.09,0.12
https://www.youtube.com/watch?v=FKv5KBzFW_s,0.2,0.13,0.16,0.1,0.07,0.08
https://www.youtube.com/watch?v=CpSewSHZhmo,0.1,0.11,0.11,0.1,0.11,0.11
https://www.youtube.com/watch?v=MzQ1rmuOb6k,0.33,0.14,0.2,0.33,0.14,0.2
https://www.youtube.com/watch?v=p89wdfsBdDA,0.0,0.0,0.0,0.0,0.0,0.0
https://www.youtube.com/watch?v=Xn8xabSjN2w,0.2,0.12,0.15,0.1,0.06,0.08
https://www.youtube.com/watch?v=x8f0Bp04b6w,0.0,0.0,0.0,0.0,0.0,0.0
https://www.youtube.com/watch?v=4ppo18E79ek,0.33,0.12,0.18,0.33,0.12,0.18
